x,y,Floor,Room #,Teacher
29,25,1,919,Foreign Lang Lab
29,26,1,Hall,
29,27,1,Intersection,
29,28,1,921,Davis
29,29,1,Hall,
29,30,1,Hall,
29,31,1,923,Bartolotta
29,32,1,Hall,
29,33,1,925,Moore
29,34,1,927,Moresi
29,35,1,Hall,
29,36,1,929,Phillips
29,37,1,null,
30,0,1,null,
30,1,1,null,
30,2,1,null,
30,3,1,null,
30,4,1,null,
30,5,1,null,
30,6,1,null,
30,7,1,null,
30,8,1,null,
30,9,1,null,
30,10,1,null,
30,11,1,null,
30,12,1,null,
30,13,1,null,
30,14,1,Hall,
30,15,1,null,
30,16,1,null,
30,17,1,null,
30,18,1,null,
30,19,1,null,
30,20,1,null,
30,21,1,null,
30,22,1,null,
30,23,1,null,
30,24,1,null,
30,25,1,null,
30,26,1,null,
30,27,1,null,
30,28,1,null,
30,29,1,null,
30,30,1,null,
30,31,1,null,
30,32,1,null,
30,33,1,null,
30,34,1,null,
30,35,1,Stairs,51,34,
30,36,1,null,
30,37,1,null,
31,0,1,null,
31,1,1,null,
31,2,1,null,
31,3,1,null,
31,4,1,null,
31,5,1,null,
31,6,1,null,
31,7,1,null,
31,8,1,null,
31,9,1,null,
31,10,1,null,
31,11,1,null,
31,12,1,null,
31,13,1,null,
31,14,1,Hall,
31,15,1,928,Barrett/Sundberg
31,16,1,null,
31,17,1,null,
31,18,1,null,
31,19,1,null,
31,20,1,null,
31,21,1,null,
31,22,1,null,
31,23,1,null,
31,24,1,null,
31,25,1,null,
31,26,1,null,
31,27,1,null,
31,28,1,null,
31,29,1,null,
31,30,1,null,
31,31,1,null,
31,32,1,null,
31,33,1,null,
31,34,1,null,
31,35,1,null,
31,36,1,null,
31,37,1,null,
32,0,1,null,
32,1,1,null,
32,2,1,null,
32,3,1,null,
32,4,1,null,
32,5,1,null,
32,6,1,null,
32,7,1,null,
32,8,1,null,
32,9,1,Hall,
32,10,1,907,Bean/Schulte
32,11,1,902/904,Wrestling
32,12,1,Hall,
32,13,1,Hall,
32,14,1,Hall,
32,15,1,null,
32,16,1,null,
32,17,1,null,
32,18,1,null,
32,19,1,null,
32,20,1,null,
32,21,1,null,
32,22,1,null,
32,23,1,null,
32,24,1,null,
32,25,1,null,
32,26,1,null,
32,27,1,null,
32,28,1,null,
32,29,1,null,
32,30,1,null,
32,31,1,null,
32,32,1,null,
32,33,1,null,
32,34,1,null,
32,35,1,null,
32,36,1,null,
32,37,1,null,
33,0,1,null,
33,1,1,null,
33,2,1,null,
33,3,1,null,
33,4,1,null,
33,5,1,null,
33,6,1,null,
33,7,1,null,
33,8,1,null,
33,9,1,null,
33,10,1,null,
33,11,1,null,
33,12,1,null,
33,13,1,null,
33,14,1,null,
33,15,1,null,
33,16,1,null,
33,17,1,null,
33,18,1,null,
33,19,1,null,
33,20,1,null,
33,21,1,null,
33,22,1,null,
33,23,1,null,
33,24,1,null,
33,25,1,null,
33,26,1,null,
33,27,1,null,
33,28,1,null,
33,29,1,null,
33,30,1,null,
33,31,1,null,
33,32,1,null,
33,33,1,null,
33,34,1,null,
33,35,1,null,
33,36,1,null,
33,37,1,null,
34,0,1,null,
34,1,1,null,
34,2,1,null,
34,3,1,null,
34,4,1,null,
34,5,1,null,
34,6,1,null,
34,7,1,null,
34,8,1,null,
34,9,1,null,
34,10,1,null,
34,11,1,null,
34,12,1,null,
34,13,1,null,
34,14,1,null,
34,15,1,null,
34,16,1,null,
34,17,1,null,
34,18,1,null,
34,19,1,null,
34,20,1,null,
34,21,1,null,
34,22,1,null,
34,23,1,null,
34,24,1,null,
34,25,1,null,
34,26,1,null,
34,27,1,null,
34,28,1,null,
34,29,1,null,
34,30,1,null,
34,31,1,null,
34,32,1,null,
34,33,1,null,
34,34,1,null,
34,35,1,null,
34,36,1,null,
34,37,1,null,
35,0,1,null,
35,1,1,null,
35,2,1,null,
35,3,1,null,
35,4,1,null,
35,5,1,null,
35,6,1,null,
35,7,1,null,
35,8,1,null,
35,9,1,null,
35,10,1,null,
35,11,1,null,
35,12,1,null,
35,13,1,null,
35,14,1,null,
35,15,1,null,
35,16,1,null,
35,17,1,null,
35,18,1,null,
35,19,1,null,
35,20,1,null,
35,21,1,null,
35,22,1,null,
35,23,1,null,
35,24,1,null,
35,25,1,null,
35,26,1,null,
35,27,1,null,
35,28,1,null,
35,29,1,null,
35,30,1,null,
35,31,1,null,
35,32,1,null,
35,33,1,null,
35,34,1,null,
35,35,1,null,
35,36,1,null,
35,37,1,null,
36,0,1,null,
36,1,1,null,
36,2,1,null,
36,3,1,null,
36,4,1,null,
36,5,1,null,
36,6,1,null,
36,7,1,null,
36,8,1,null,
36,9,1,null,
36,10,1,null,
36,11,1,null,
36,12,1,null,
36,13,1,null,
36,14,1,null,
36,15,1,null,
36,16,1,null,
36,17,1,null,
36,18,1,null,
36,19,1,null,
36,20,1,null,
36,21,1,null,
36,22,1,null,
36,23,1,null,
36,24,1,null,
36,25,1,null,
36,26,1,null,
36,27,1,null,
36,28,1,null,
36,29,1,null,
36,30,1,null,
36,31,1,null,
36,32,1,null,
36,33,1,null,
36,34,1,null,
36,35,1,null,
36,36,1,null,
36,37,1,null,
37,0,1,null,
37,1,1,null,
37,2,1,null,
37,3,1,null,
37,4,1,null,
37,5,1,null,
37,6,1,null,
37,7,1,null,
37,8,1,null,
37,9,1,null,
37,10,1,null,
37,11,1,null,
37,12,1,null,
37,13,1,null,
37,14,1,null,
37,15,1,null,
37,16,1,null,
37,17,1,null,
37,18,1,null,
37,19,1,null,
37,20,1,null,
37,21,1,null,
37,22,1,null,
37,23,1,null,
37,24,1,null,
37,25,1,null,
37,26,1,null,
37,27,1,null,
37,28,1,null,
37,29,1,null,
37,30,1,null,
37,31,1,null,
37,32,1,null,
37,33,1,null,
37,34,1,null,
37,35,1,null,
37,36,1,null,
37,37,1,null,
38,0,1,null,
38,1,1,null,
38,2,1,null,
38,3,1,null,
38,4,1,null,
38,5,1,null,
38,6,1,null,
38,7,1,null,
38,8,1,null,
38,9,1,null,
38,10,1,null,
38,11,1,null,
38,12,1,null,
38,13,1,null,
38,14,1,null,
38,15,1,null,
38,16,1,null,
38,17,1,null,
38,18,1,null,
38,19,1,null,
38,20,1,null,
38,21,1,null,
38,22,1,null,
38,23,1,null,
38,24,1,null,
38,25,1,null,
38,26,1,null,
38,27,1,null,
38,28,1,null,
38,29,1,null,
38,30,1,null,
38,31,1,null,
38,32,1,null,
38,33,1,null,
38,34,1,null,
38,35,1,null,
38,36,1,null,
38,37,1,null,
39,0,1,null,
39,1,1,null,
39,2,1,null,
39,3,1,null,
39,4,1,null,
39,5,1,null,
39,6,1,null,
39,7,1,null,
39,8,1,null,
39,9,1,null,
39,10,1,null,
39,11,1,null,
39,12,1,null,
39,13,1,null,
39,14,1,null,
39,15,1,null,
39,16,1,null,
39,17,1,null,
39,18,1,null,
39,19,1,null,
39,20,1,null,
39,21,1,null,
39,22,1,null,
39,23,1,null,
39,24,1,null,
39,25,1,null,
39,26,1,null,
39,27,1,null,
39,28,1,null,
39,29,1,null,
39,30,1,null,
39,31,1,null,
39,32,1,null,
39,33,1,null,
39,34,1,null,
39,35,1,null,
39,36,1,null,
39,37,1,null,
40,0,1,null,
40,1,1,null,
40,2,1,null,
40,3,1,null,
40,4,1,null,
40,5,1,null,
40,6,1,null,
40,7,1,null,
40,8,1,null,
40,9,1,null,
40,10,1,null,
40,11,1,null,
40,12,1,null,
40,13,1,null,
40,14,1,null,
40,15,1,null,
40,16,1,null,
40,17,1,null,
40,18,1,null,
40,19,1,null,
40,20,1,null,
40,21,1,null,
40,22,1,null,
40,23,1,null,
40,24,1,null,
40,25,1,null,
40,26,1,null,
40,27,1,null,
40,28,1,null,
40,29,1,null,
40,30,1,null,
40,31,1,null,
40,32,1,null,
40,33,1,null,
40,34,1,null,
40,35,1,null,
40,36,1,null,
40,37,1,null,
41,0,1,null,
41,1,1,null,
41,2,1,null,
41,3,1,null,
41,4,1,null,
41,5,1,null,
41,6,1,null,
41,7,1,null,
41,8,1,null,
41,9,1,null,
41,10,1,null,
41,11,1,null,
41,12,1,null,
41,13,1,null,
41,14,1,null,
41,15,1,null,
41,16,1,null,
41,17,1,null,
41,18,1,null,
41,19,1,null,
41,20,1,null,
41,21,1,null,
41,22,1,null,
41,23,1,null,
41,24,1,null,
41,25,1,null,
41,26,1,null,
41,27,1,null,
41,28,1,null,
41,29,1,null,
41,30,1,null,
41,31,1,null,
41,32,1,null,
41,33,1,null,
41,34,1,null,
41,35,1,null,
41,36,1,null,
41,37,1,null,
42,0,1,null,
42,1,1,null,
42,2,1,null,
42,3,1,null,
42,4,1,null,
42,5,1,null,
42,6,1,null,
42,7,1,null,
42,8,1,null,
42,9,1,null,
42,10,1,null,
42,11,1,null,
42,12,1,null,
42,13,1,null,
42,14,1,null,
42,15,1,null,
42,16,1,null,
42,17,1,null,
42,18,1,null,
42,19,1,null,
42,20,1,null,
42,21,1,null,
42,22,1,null,
42,23,1,null,
42,24,1,null,
42,25,1,null,
42,26,1,null,
42,27,1,null,
42,28,1,null,
42,29,1,null,
42,30,1,null,
42,31,1,null,
42,32,2,null,
42,33,2,null,
42,34,2,null,
42,35,2,null,
42,36,2,null,
42,37,2,Exit,
43,0,2,null,
43,1,2,null,
43,2,2,null,
43,3,2,null,
43,4,2,null,
43,5,2,null,
43,6,2,null,
43,7,2,null,
43,8,2,null,
43,9,2,null,
43,10,2,null,
43,11,2,null,
43,12,2,null,
43,13,2,null,
43,14,2,null,
43,15,2,null,
43,16,2,null,
43,17,2,null,
43,18,2,null,
43,19,2,null,
43,20,2,null,
43,21,2,null,
43,22,2,null,
43,23,2,null,
43,24,2,null,
43,25,2,null,
43,26,2,null,
43,27,2,null,
43,28,2,null,
43,29,2,null,
43,30,2,null,
43,31,2,Hall,
43,32,2,Freshman Gym,
43,33,2,null,
43,34,2,null,
43,35,2,null,
43,36,2,null,
43,37,2,null,
44,0,2,null,
44,1,2,null,
44,2,2,null,
44,3,2,null,
44,4,2,null,
44,5,2,null,
44,6,2,null,
44,7,2,null,
44,8,2,null,
44,9,2,null,
44,10,2,null,
44,11,2,null,
44,12,2,null,
44,13,2,null,
44,14,2,null,
44,15,2,null,
44,16,2,null,
44,17,2,null,
44,18,2,null,
44,19,2,null,
44,20,2,null,
44,21,2,null,
44,22,2,null,
44,23,2,null,
44,24,2,null,
44,25,2,null,
44,26,2,null,
44,27,2,null,
44,28,2,null,
44,29,2,null,
44,30,2,null,
44,31,2,Hall,
44,32,2,null,
44,33,2,null,
44,34,2,null,
44,35,2,null,
44,36,2,null,
44,37,2,null,
45,0,2,null,
45,1,2,null,
45,2,2,null,
45,3,2,null,
45,4,2,null,
45,5,2,null,
45,6,2,null,
45,7,2,null,
45,8,2,null,
45,9,2,null,
45,10,2,null,
45,11,2,null,
45,12,2,null,
45,13,2,null,
45,14,2,null,
45,15,2,null,
45,16,2,null,
45,17,2,null,
45,18,2,null,
45,19,2,null,
45,20,2,null,
45,21,2,null,
45,22,2,null,
45,23,2,null,
45,24,2,null,
45,25,2,null,
45,26,2,null,
45,27,2,1035,Wahrenbrock
45,28,2,null,
45,29,2,null,
45,30,2,null,
45,31,2,Hall,
45,32,2,null,
45,33,2,null,
45,34,2,null,
45,35,2,null,
45,36,2,null,
45,37,2,null,
46,0,2,null,
46,1,2,null,
46,2,2,null,
46,3,2,null,
46,4,2,null,
46,5,2,null,
46,6,2,null,
46,7,2,null,
46,8,2,null,
46,9,2,null,
46,10,2,null,
46,11,2,null,
46,12,2,null,
46,13,2,null,
46,14,2,null,
46,15,2,null,
46,16,2,null,
46,17,2,null,
46,18,2,null,
46,19,2,null,
46,20,2,null,
46,21,2,null,
46,22,2,null,
46,23,2,null,
46,24,2,null,
46,25,2,null,
46,26,2,Hall,
46,27,2,Hall,
46,28,2,Elevator,
46,29,2,null,
46,30,2,null,
46,31,2,Hall,
46,32,2,Freshman Gym,
46,33,2,null,
46,34,2,null,
46,35,2,null,
46,36,2,null,
46,37,2,null,
47,0,2,null,
47,1,2,null,
47,2,2,null,
47,3,2,null,
47,4,2,null,
47,5,2,null,
47,6,2,null,
47,7,2,null,
47,8,2,null,
47,9,2,null,
47,10,2,null,
47,11,2,null,
47,12,2,null,
47,13,2,null,
47,14,2,null,
47,15,2,null,
47,16,2,null,
47,17,2,null,
47,18,2,null,
47,19,2,null,
47,20,2,null,
47,21,2,null,
47,22,2,null,
47,23,2,null,
47,24,2,null,
47,25,2,Stairs,25,25,
47,26,2,Hall,
47,27,2,Hall,
47,28,2,Hall,
47,29,2,Hall,
47,30,2,Hall,
47,31,2,Hall,
47,32,2,Hall,
47,33,2,Hall,
47,34,2,Hall,
47,35,2,Hall,
47,36,2,Hall,
47,37,2,Exit,
48,0,2,null,
48,1,2,null,
48,2,2,null,
48,3,2,null,
48,4,2,null,
48,5,2,null,
48,6,2,null,
48,7,2,null,
48,8,2,null,
48,9,2,null,
48,10,2,null,
48,11,2,null,
48,12,2,null,
48,13,2,null,
48,14,2,null,
48,15,2,null,
48,16,2,null,
48,17,2,null,
48,18,2,null,
48,19,2,null,
48,20,2,null,
48,21,2,null,
48,22,2,null,
48,23,2,null,
48,24,2,null,
48,25,2,null,
48,26,2,null,
48,27,2,Hall,
48,28,2,null,
48,29,2,null,
48,30,2,null,
48,31,2,null,
48,32,2,Hall,
48,33,2,null,
48,34,2,null,
48,35,2,null,
48,36,2,Hall,
48,37,2,null,
49,0,2,null,
49,1,2,null,
49,2,2,null,
49,3,2,null,
49,4,2,null,
49,5,2,null,
49,6,2,null,
49,7,2,null,
49,8,2,null,
49,9,2,null,
49,10,2,null,
49,11,2,null,
49,12,2,null,
49,13,2,null,
49,14,2,null,
49,15,2,Elevator,
49,16,2,Hall,
49,17,2,null,
49,18,2,1010,Roberts
49,19,2,1012,Buffington
49,20,2,1014,Work Room
49,21,2,1016,Unruh
49,22,2,1018,Sapp
49,23,2,null,
49,24,2,1020,Miller
49,25,2,null,
49,26,2,1022,Baney
49,27,2,Hall,
49,28,2,null,
49,29,2,1024,Darrah
49,30,2,1026,Enright
49,31,2,1028,Hawes
49,32,2,Hall,
49,33,2,null,
49,34,2,null,
49,35,2,null,
49,36,2,1030/1034,Blevins/Blosser
49,37,2,null,
50,0,2,null,
50,1,2,null,
50,2,2,null,
50,3,2,null,
50,4,2,null,
50,5,2,Hall,
50,6,2,1001,Cole
50,7,2,1003,Gonzales
50,8,2,Hall,
50,9,2,Weight Room,Klein/Cain/Courter/Terry
50,10,2,Hall,
50,11,2,Hall,
50,12,2,Weight Room,Klein/Cain/Courter/Terry
50,13,2,Hall,
50,14,2,Intersection,
50,15,2,Hall,
50,16,2,Intersection,
50,17,2,Hall,
50,18,2,1009,Fournier
50,19,2,1011,Plummer
50,20,2,1013,Ladd
50,21,2,1015,Bubalo
50,22,2,1017,Brush
50,23,2,Hall,
50,24,2,1019,Rucinski
50,25,2,Hall,
50,26,2,Hall,
50,27,2,Hall,
50,28,2,1023,Zwahlen
50,29,2,Hall,
50,30,2,Hall,
50,31,2,Hall,
50,32,2,Hall,
50,33,2,Hall,
50,34,2,Hall,
50,35,2,Hall,
50,36,2,Hall,
50,37,2,null,
51,0,2,null,
51,1,2,null,
51,2,2,null,
51,3,2,null,
51,4,2,null,
51,5,2,null,
51,6,2,null,
51,7,2,null,
51,8,2,Hall,
51,9,2,null,
51,10,2,null,
51,11,2,null,
51,12,2,null,
51,13,2,Hall,
51,14,2,null,
51,15,2,null,
51,16,2,null,
51,17,2,null,
51,18,2,null,
51,19,2,null,
51,20,2,null,
51,21,2,null,
51,22,2,null,
51,23,2,null,
51,24,2,null,
51,25,2,null,
51,26,2,null,
51,27,2,Exit,
51,28,2,null,
51,29,2,1025,Perry
51,30,2,1027,Smith
51,31,2,null,
51,32,2,1029/1031,Jenson/Cipolla
51,33,2,null,
51,34,2,Stairs,30,35,
51,35,2,1032,Raouf
51,36,2,null,
51,37,2,null,
52,0,2,null,
52,1,2,null,
52,2,2,null,
52,3,2,null,
52,4,2,null,
52,5,2,null,
52,6,2,null,
52,7,2,null,
52,8,2,Hall,
52,9,2,null,
52,10,2,null,
52,11,2,null,
52,12,2,null,
52,13,2,Hall,
52,14,2,null,
52,15,2,null,
52,16,2,null,
52,17,2,null,
52,18,2,null,
52,19,2,null,
52,20,2,null,
52,21,2,null,
52,22,2,null,
52,23,2,null,
52,24,2,null,
52,25,2,null,
52,26,2,null,
52,27,2,null,
52,28,2,null,
52,29,2,null,
52,30,2,null,
52,31,2,null,
52,32,2,null,
52,33,2,null,
52,34,2,null,
52,35,2,null,
52,36,2,null,
52,37,2,null,
53,0,2,null,
53,1,2,null,
53,2,2,null,
53,3,2,null,
53,4,2,null,
53,5,2,null,
53,6,2,null,
53,7,2,null,
53,8,2,Varsity Boys Locker Room,
53,9,2,null,
53,10,2,null,
53,11,2,null,
53,12,2,Varsity Boys Locker Room,
53,13,2,Hall,
53,14,2,null,
53,15,2,null,
53,16,2,null,
53,17,2,null,
53,18,2,null,
53,19,2,null,
53,20,2,null,
53,21,2,null,
53,22,2,null,
53,23,2,null,
53,24,2,null,
53,25,2,null,
53,26,2,null,
53,27,2,null,
53,28,2,null,
53,29,2,null,
53,30,2,null,
53,31,2,null,
53,32,2,null,
53,33,2,null,
53,34,2,null,
53,35,2,null,
53,36,2,null,
53,37,2,null,
54,0,2,null,
54,1,2,null,
54,2,2,null,
54,3,2,null,
54,4,2,null,
54,5,2,null,
54,6,2,null,
54,7,2,null,
54,8,2,null,
54,9,2,null,
54,10,2,null,
54,11,2,null,
54,12,2,null,
54,13,2,1006,Meeting Room
54,14,2,null,
54,15,2,null,
54,16,2,null,
54,17,2,null,
54,18,2,null,
54,19,2,null,
54,20,2,null,
54,21,2,null,
54,22,2,null,
54,23,2,null,
54,24,2,null,
54,25,2,null,
54,26,2,null,
54,27,2,null,
54,28,2,null,
54,29,2,null,
54,30,2,null,
54,31,2,null,
54,32,2,null,
54,33,2,null,
54,34,2,null,
54,35,2,null,
54,36,2,null,
54,37,2,null,
55,0,2,null,
55,1,2,null,
55,2,2,null,
55,3,2,null,
55,4,2,null,
55,5,2,null,
55,6,2,null,
55,7,2,null,
55,8,2,null,
55,9,2,null,
55,10,2,null,
55,11,2,null,
55,12,2,null,
55,13,2,Hall,
55,14,2,null,
55,15,2,null,
55,16,2,null,
55,17,2,null,
55,18,2,null,
55,19,2,null,
55,20,2,null,
55,21,2,null,
55,22,2,null,
55,23,2,null,
55,24,2,null,
55,25,2,null,
55,26,2,null,
55,27,2,null,
55,28,2,null,
55,29,2,null,
55,30,2,null,
55,31,2,null,
55,32,2,null,
55,33,2,null,
55,34,2,null,
55,35,2,null,
55,36,2,null,
55,37,2,null,
56,0,2,null,
56,1,2,null,
56,2,2,null,
56,3,2,null,
56,4,2,null,
56,5,2,null,
56,6,2,null,
56,7,2,null,
56,8,2,null,
56,9,2,null,
56,10,2,null,
56,11,2,null,
56,12,2,null,
56,13,2,Hall,
56,14,2,null,
56,15,2,null,
56,16,2,null,
56,17,2,null,
56,18,2,null,
56,19,2,null,
56,20,2,null,
56,21,2,null,
56,22,2,null,
56,23,2,null,
56,24,2,null,
56,25,2,null,
56,26,2,null,
56,27,2,null,
56,28,2,null,
56,29,2,null,
56,30,2,null,
56,31,2,null,
56,32,2,null,
56,33,2,null,
56,34,2,null,
56,35,2,null,
56,36,2,null,
56,37,2,null,
57,0,2,null,
57,1,2,null,
57,2,2,null,
57,3,2,null,
57,4,2,null,
57,5,2,null,
57,6,2,null,
57,7,2,null,
57,8,2,null,
57,9,2,null,
57,10,2,null,
57,11,2,null,
57,12,2,null,
57,13,2,1007,Meeting Room
57,14,2,Exit,
57,15,2,null,
57,16,2,null,
57,17,2,null,
57,18,2,null,
57,19,2,null,
57,20,2,null,
57,21,2,null,
57,22,2,null,
57,23,2,null,
57,24,2,null,
57,25,2,null,
57,26,2,null,
57,27,2,null,
57,28,2,null,
57,29,2,null,
57,30,2,null,
57,31,2,null,
57,32,2,null,
57,33,2,null,
57,34,2,null,
57,35,2,null,
57,36,2,null,
57,37,2,null,
58,0,2,null,
58,1,2,null,
58,2,2,null,
58,3,2,null,
58,4,2,null,
58,5,2,null,
58,6,2,null,
58,7,2,null,
58,8,2,null,
58,9,2,null,
58,10,2,null,
58,11,2,null,
58,12,2,null,
58,13,2,null,
58,14,2,null,
58,15,2,null,
58,16,2,null,
58,17,2,null,
58,18,2,null,
58,19,2,null,
58,20,2,null,
58,21,2,null,
58,22,2,null,
58,23,2,null,
58,24,2,null,
58,25,2,null,
58,26,2,null,
58,27,2,null,
58,28,2,null,
58,29,2,null,
58,30,2,null,
58,31,2,null,
58,32,2,null,
58,33,2,Greenhouse,
58,34,2,null,
58,35,2,null,
58,36,2,null,
58,37,2,null,